entry_id,kanji,kana,meaning,part_of_speech,jlpt_level,example_sentence,example_reading,example_chinese,tags,notes,enriched_by,confidence
V0198,破れます,やぶれます,破掉,noun,N2,破れますについて勉強しています。,やぶれますについてべんきょうしています。,我正在學習關於破掉的內容。,N2|noun,くさる 腐る,teacher_agent,0.8
V0199,包丁,ほうちょう,料理⽤的菜⼑,noun,N4,包丁について勉強しています。,ほうちょうについてべんきょうしています。,我正在學習關於料理⽤的菜⼑的內容。,N4|noun,取っ⼿が取れる とってがとれる,teacher_agent,0.79
V0200,畑,はたけ,耕地 不放⼊⽔的耕地，以種,noun,N4,畑について勉強しています。,はたけについてべんきょうしています。,我正在學習關於耕地 不放⼊⽔的耕地，以種的內容。,N4|noun,植蔬菜或穀物為主,teacher_agent,0.79
V0201,,たんぼ,耕地 會放⽔的耕地，也就是,other,N5,たんぼについて勉強しています。,たんぼについてべんきょうしています。,我正在學習關於耕地 會放⽔的耕地，也就是的內容。,N5|other,我們⼀般講的⽔⽥,teacher_agent,0.88
V0202,余ります,あまります,「剩餘」、「剩下」、,noun,N2,「多出來」 パーティーの  料理が たくさん  余りました。,「多出來」 パーティーの  料理が たくさん  余りました。,「剩餘」、「剩下」、,N2|noun,「多出來」 パーティーの  料理が たくさん  余りました。 它通常描述的是⼀種 「⾃動發⽣的狀態」，所 以助詞常⽤  「が」。時 間（じかん）が  余（あ ま）る：時間剩下。 お⾦（かね）が  余（あ ま）る：錢剩下。 料理（りょうり）が  余 （あま）る：菜剩下。,teacher_agent,0.85
V0203,出会う,であう,相遇,noun,N4,出会うについて勉強しています。,であうについてべんきょうしています。,我正在學習關於相遇的內容。,N4|noun,,teacher_agent,0.79
V0204,関わる,かかわる,涉及到,verb,N4,私は毎日関わる。,わたしはまいにちかかわる。,我每天涉及到。,N4|verb,病気ではないので、安 ⼼してください,teacher_agent,0.79
V0205,教わる,おそわる,學習 例：私は、⽇本⼈友達,verb,N4,私は毎日教わる。,わたしはまいにちおそわる。,我每天學習 例：私は。,N4|verb,に⽇本語を教わった,teacher_agent,0.79
V0206,助ける,たすける,搭救,verb,N4,私は毎日助ける。,わたしはまいにちたすける。,我每天搭救。,N4|verb,,teacher_agent,0.79
V0207,頼る,たよる,依賴,verb,N4,私は毎日頼る。,わたしはまいにちたよる。,我每天依賴。,N4|verb,,teacher_agent,0.79
V0208,疑う,うたがう,懷疑,noun,N4,疑うについて勉強しています。,うたがうについてべんきょうしています。,我正在學習關於懷疑的內容。,N4|noun,,teacher_agent,0.79
V0209,迷う,まよう,猶豫,noun,N4,迷うについて勉強しています。,まようについてべんきょうしています。,我正在學習關於猶豫的內容。,N4|noun,,teacher_agent,0.79
V0210,貯める,ためる,存、存錢,verb,N4,私は毎日貯める。,わたしはまいにちためる。,我每天存。,N4|verb,,teacher_agent,0.79
V0211,重ねる,かさねる,反覆；疊加,verb,N4,私は毎日重ねる。,わたしはまいにちかさねる。,我每天反覆；疊加。,N4|verb,,teacher_agent,0.79
V0212,加える,くわえる,加上,verb,N4,私は毎日加える。,わたしはまいにちくわえる。,我每天加上。,N4|verb,,teacher_agent,0.79
V0213,合わせる,あわせる,合 お寺や神社では、両⼿,verb,N2,私は毎日合わせる。,わたしはまいにちあわせる。,我每天合 お寺や神社では。,N2|verb,を合わせて、祈ります,teacher_agent,0.8
V0214,従う,したがう,跟隨,noun,N4,承 認他的實⼒ ⼊学を認める。,承 認他的實⼒ ⼊学を認める。,跟隨,N4|noun,みとめる 認める 承認（事實、能⼒、 成績） 認可、批准 接受（內⼼層⾯） 彼の実⼒を認める →  承 認他的實⼒ ⼊学を認める。 →  批准 ⼊學 ⾃分の弱さを認める。 ゆるす 許す 原諒（情緒） 容許（規則上的允 許） 彼を許す。 →  原諒他 無断⽋席は許さない。,teacher_agent,0.83
V0215,祝う,いわう,慶祝,noun,N4,祝うについて勉強しています。,いわうについてべんきょうしています。,我正在學習關於慶祝的內容。,N4|noun,かたる 語る 敘述、講述（故事、 經歷） 談論（⽐較正式、有 內容地說） 表達、顯⽰（多⽤於 書⾯語） いじめる 欺負,teacher_agent,0.79
V0216,伴う,ともなう,伴隨 ˙,noun,N4,都合が悪い＝⽤事 がある 都合がいい＝⽤ 事がない ⽊の根（きのね） 根 ⽊の葉き（のは）⽊のぬ（きのめ）芽 （かわ） このごろ 事故をふせぐ  防ぐ きおん 気温 ぼうし  防⽌ せっかく 「難得」、「好不容 易」、「特地」 せっかく⽇本に来たか ら、お寿司を⾷べまし ょう。,都合が悪い＝⽤事 がある 都合がいい＝⽤ 事がない ⽊の根（きのね） 根 ⽊の葉き（のは）⽊のぬ（きのめ）芽 （かわ） このごろ 事故をふせぐ  防ぐ きおん 気温 ぼうし  防⽌ せっかく 「難得」、「好不容 易」、「特地」 せっかく⽇本に来たか ら、お寿司を⾷べまし ょう。,伴隨 ˙,N4|noun,都合が悪い＝⽤事 がある 都合がいい＝⽤ 事がない ⽊の根（きのね） 根 ⽊の葉き（のは）⽊のぬ（きのめ）芽 （かわ） このごろ 事故をふせぐ  防ぐ きおん 気温 ぼうし  防⽌ せっかく 「難得」、「好不容 易」、「特地」 せっかく⽇本に来たか ら、お寿司を⾷べまし ょう。 せっかくの休みなの に、⾬が降っている。 の  (no)：當「せっか く」修飾名詞時（例 如：難得的機會），⼀定 要加「の」。,teacher_agent,0.83
V0217,呼吸,こきゅう,呼吸,noun,N4,呼吸について勉強しています。,こきゅうについてべんきょうしています。,我正在學習關於呼吸的內容。,N4|noun,,teacher_agent,0.79
V0218,歩⾏,ほこう,⾏⾛,noun,N4,歩⾏について勉強しています。,ほこうについてべんきょうしています。,我正在學習關於⾏⾛的內容。,N4|noun,,teacher_agent,0.79
V0219,,ながいき,⻑壽,other,N4,ながいきについて勉強しています。,ながいきについてべんきょうしています。,我正在學習關於⻑壽的內容。,N4|other,,teacher_agent,0.79
V0220,訓練,くんれん,訓練,noun,N4,訓練について勉強しています。,くんれんについてべんきょうしています。,我正在學習關於訓練的內容。,N4|noun,,teacher_agent,0.79
V0221,苦労,くろう,⾟苦,noun,N4,苦労について勉強しています。,くろうについてべんきょうしています。,我正在學習關於⾟苦的內容。,N4|noun,,teacher_agent,0.79
V0222,我慢,がまん,忍耐,noun,N4,我慢について勉強しています。,がまんについてべんきょうしています。,我正在學習關於忍耐的內容。,N4|noun,,teacher_agent,0.79
V0223,刺激,しげき,刺激,noun,N4,とどけます 届けます 「送到」、「遞送」 他動詞（ [ 對象 ] に [東西 ] を  届けま す。,とどけます 届けます 「送到」、「遞送」 他動詞（ [ 對象 ] に [東西 ] を  届けま す。,刺激,N4|noun,とどけます 届けます 「送到」、「遞送」 他動詞（ [ 對象 ] に [東西 ] を  届けま す。 資料を  事務所に  届け ます。 おろします 降ろします 下ろします,teacher_agent,0.83
V0224,録⾳します,ろくおん,録⾳,noun,N2,録⾳しますについて勉強しています。,ろくおんについてべんきょうしています。,我正在學習關於録⾳的內容。,N2|noun,,teacher_agent,0.8
V0225,習字,しゅうじ,習字、書法,noun,N4,習字について勉強しています。,しゅうじについてべんきょうしています。,我正在學習關於習字的內容。,N4|noun,,teacher_agent,0.79
V0226,退屈,たいくつ,「無聊」、「悶」、「乏,noun,N4,味」。,味」。,「無聊」、「悶」、「乏,N4|noun,味」。 授業が  ⻑くて、退屈し ている。 形容詞⽤法：退屈な  [ 名 詞 ] ( 無聊的 ...) 動詞⽤法：退屈する (感到無聊 ) 助詞⽤法：〜で  退屈す,teacher_agent,0.83
V0227,,る,因為 ... ⽽感到無聊 ),other,N5,るについて勉強しています。,るについてべんきょうしています。,我正在學習關於因為 ... ⽽感到無聊 )的內容。,N5|other,,teacher_agent,0.88
V0228,緊張,きんちょう,緊張,noun,N4,緊張について勉強しています。,きんちょうについてべんきょうしています。,我正在學習關於緊張的內容。,N4|noun,,teacher_agent,0.79
V0229,希望,きぼう,希望,noun,N4,希望について勉強しています。,きぼうについてべんきょうしています。,我正在學習關於希望的內容。,N4|noun,,teacher_agent,0.79
V0230,感動,かんどう,感動,noun,N4,感動について勉強しています。,かんどうについてべんきょうしています。,我正在學習關於感動的內容。,N4|noun,,teacher_agent,0.79
V0231,感激,かんげき,感激,noun,N4,親切な  対応（たいお う）に、とても  感激し ました。,親切な  対応（たいお う）に、とても  感激し ました。,感激,N4|noun,親切な  対応（たいお う）に、とても  感激し ました。,teacher_agent,0.83
V0232,趁著、在,うちに,... 期間 例：休みのうちに  - 趁,noun,N2,趁著、在について勉強しています。,うちにについてべんきょうしています。,我正在學習關於... 期間 例：休みのうちに  - 趁的內容。,N2|noun,著放假 熱 名詞  + の  + うちに 形容詞  + うちに 動詞（現在進⾏ / 否定） + うちに 趁還沒忘記,teacher_agent,0.8
V0233,新刊,しんかん,新出版的書、新刊,noun,N4,新刊について勉強しています。,しんかんについてべんきょうしています。,我正在學習關於新出版的書的內容。,N4|noun,物。,teacher_agent,0.79
V0234,作者の,この,新刊は、,noun,N4,いつ  出ますか？ せっかく  楽しみにして いた  新刊なのに、内容 が  退屈だった。,いつ  出ますか？ せっかく  楽しみにして いた  新刊なのに、内容 が  退屈だった。,新刊は、,N4|noun,いつ  出ますか？ せっかく  楽しみにして いた  新刊なのに、内容 が  退屈だった。,teacher_agent,0.83
V0235,震撼,しんかん,震撼、震動,noun,N4,震撼について勉強しています。,しんかんについてべんきょうしています。,我正在學習關於震撼的內容。,N4|noun,,teacher_agent,0.79
V0236,,ついに,「終於」、「總算」、,other,N5,「到了最後」 ついに、新刊を  出すこ とが  できました！ 語法類別：副詞。,「到了最後」 ついに、新刊を  出すこ とが  できました！ 語法類別：副詞。,「終於」、「總算」、,N5|other,「到了最後」 ついに、新刊を  出すこ とが  できました！ 語法類別：副詞。 「ついに」通常放在句 ⾸或動詞前⾯，⽤來強 調經過了⼀段很⻑時間 的努⼒、等待或過程， 最後終於達到某個結果 （可以是好結果，也可 以是壞結果） 區分提⽰： やっと：偏向正向、鬆 了⼀⼝氣的「終於」（終 於趕上了）。 ついに  ：語氣更強⼤、 更正式，帶有⼀種「歷 史性的⼀刻」或「最終 結果」的感覺。,teacher_agent,0.92
V0237,,やっと,「終於」,other,N5,やっとについて勉強しています。,やっとについてべんきょうしています。,我正在學習關於「終於」的內容。,N5|other,偏向「個⼈情感」。強調 好不容易擺脫了痛苦或 完成了⾟苦的事（例 如：終於寫完作業了）,teacher_agent,0.88
V0238,誤解,ごかい,誤解,noun,N4,誤解について勉強しています。,ごかいについてべんきょうしています。,我正在學習關於誤解的內容。,N4|noun,,teacher_agent,0.79
V0239,記憶,きおく,記憶,noun,N4,記憶について勉強しています。,きおくについてべんきょうしています。,我正在學習關於記憶的內容。,N4|noun,,teacher_agent,0.79
V0240,混乱,こんらん,混乱,noun,N4,混乱について勉強しています。,こんらんについてべんきょうしています。,我正在學習關於混乱的內容。,N4|noun,,teacher_agent,0.79
V0241,勘違い,かんちがい,「誤會」、「搞錯」、,i_adjective,N4,「誤解（事實）」 すみません、時間を  勘 違いしていました。,「誤解（事實）」 すみません、時間を  勘 違いしていました。,「誤會」、「搞錯」、,N4|i_adjective,「誤解（事實）」 すみません、時間を  勘 違いしていました。 → していました  ：表⽰ 「過去⼀段時間內⼀直 處於搞錯的狀態」。 動詞⽤法：勘違い（を）,teacher_agent,0.83
V0242,,する,搞錯了 ),verb,N5,私は毎日する。,わたしはまいにちする。,我每天搞錯了 )。,N5|verb,形容詞⽤法：勘違いな [名詞 ] ( 搞錯的 ...) 被動⽤法：勘違いされ,teacher_agent,0.88
V0243,⾄急,しきゅう,⽕速、趕急,noun,N4,⾄急について勉強しています。,しきゅうについてべんきょうしています。,我正在學習關於⽕速的內容。,N4|noun,勘違いされないうち に、⾄急（しきゅう） 正しい資料を届けます,teacher_agent,0.79
V0244,参考書,さんこうしょ,「參考書」、「⼯具,noun,N4,参考書について勉強しています。,さんこうしょについてべんきょうしています。,我正在學習關於「參考書」的內容。,N4|noun,書」、「輔導教材」。,teacher_agent,0.79
V0245,解きます,ときます,「解開」、「解答」、,noun,N2,解きますについて勉強しています。,ときますについてべんきょうしています。,我正在學習關於「解開」的內容。,N2|noun,「解決」,teacher_agent,0.8
V0246,難しい,この,問題を、,i_adjective,N4,⼀緒に  解きましょう。,⼀緒に  解きましょう。,問題を、,N4|i_adjective,⼀緒に  解きましょう。 〜たつもりでも 〜ているつもりで も 即便主觀以為 ... （實 際上卻 ... ） → 雖然（主觀上）以為 已經做了某事，但 （事實上）卻並⾮如 此。 つもり  ：原本的意 思是「打算」或「主 觀的認知」。 でも  ：表⽰「即 使、雖然」。 復習した  つもりでも、 テストを  解いてみると 忘れていました。 → 雖 然主觀以為複習過了， 但試著解題後發現還是 忘了。,teacher_agent,0.83
V0247,決意,けつい,「決⼼」、「決意」、,noun,N4,「下定決⼼」 今年こそ  ⽇本語を  完 璧に  話そうと  決意し ました。,「下定決⼼」 今年こそ  ⽇本語を  完 璧に  話そうと  決意し ました。,「決⼼」、「決意」、,N4|noun,「下定決⼼」 今年こそ  ⽇本語を  完 璧に  話そうと  決意し ました。 こそ  ：強烈強調（正因 為是 ... ）。 話そう：話す的意向 形。,teacher_agent,0.83
V0248,観測,かんそく,「觀測」、「觀察（並,noun,N4,記錄）」、「預測」 この  観測データから、 新しい  惑星（わくせ い）が  ⾒つかりまし た。,記錄）」、「預測」 この  観測データから、 新しい  惑星（わくせ い）が  ⾒つかりまし た。,「觀測」、「觀察（並,N4|noun,記錄）」、「預測」 この  観測データから、 新しい  惑星（わくせ い）が  ⾒つかりまし た。 → 從這份觀測數據 中，發現了新的⾏星。 ⾒つかりました  ：被找 到了。,teacher_agent,0.83
V0249,承認,しょうにん,「承認」、「准許」、,noun,N4,承認について勉強しています。,しょうにんについてべんきょうしています。,我正在學習關於「承認」的內容。,N4|noun,「認可」、「贊同」 部⻑に  資料を  承認し,teacher_agent,0.79
V0250,,て,→,other,N5,てについて勉強しています。,てについてべんきょうしています。,我正在學習關於→的內容。,N5|other,部⻑已經幫我批准了資 料。,teacher_agent,0.78
V0251,外⾒,がいけん,外表、外觀,noun,N4,外⾒について勉強しています。,がいけんについてべんきょうしています。,我正在學習關於外表的內容。,N4|noun,,teacher_agent,0.79
V0252,いつの間にか,いつのまにか,「不知不覺間」、「不,noun,N2,知什麼時候」 勉強しているうちに、 いつの間にか夜に  な りました。,知什麼時候」 勉強しているうちに、 いつの間にか夜に  な りました。,「不知不覺間」、「不,N2|noun,知什麼時候」 勉強しているうちに、 いつの間にか夜に  な りました。 → 在複習功 課的過程中，不知不覺 就變成了夜晚。 動詞て形  + いている  + うちに：在 ... 的過程中,teacher_agent,0.85
V0253,,いまにも,「⾺上就要 ... 」、「眼,other,N4,看就要 ... 」 空が  暗いですね。,看就要 ... 」 空が  暗いですね。,「⾺上就要 ... 」、「眼,N4|other,看就要 ... 」 空が  暗いですね。今,teacher_agent,0.83
V0254,,（いま）にも,降,other,N4,りそうです。,りそうです。,降,N4|other,りそうです。,teacher_agent,0.73
V0255,⽣徒,せいと,學⽣ ( 指中⼩學⽣,noun,N4,⽣徒について勉強しています。,せいとについてべんきょうしています。,我正在學習關於學⽣ ( 指中⼩學⽣的內容。,N4|noun,,teacher_agent,0.79
V0256,掛けます,かけます,坐 ( 椅⼦上 お掛けください,noun,N2,掛けますについて勉強しています。,かけますについてべんきょうしています。,我正在學習關於坐 ( 椅⼦上 お掛けください的內容。,N2|noun,,teacher_agent,0.8
V0257,過ごします,すごします,度過 ( 時間,noun,N2,過ごしますについて勉強しています。,すごしますについてべんきょうしています。,我正在學習關於度過 ( 時間的內容。,N2|noun,「失去興趣」 勉強に  飽きるたび に、スマホを  いじって,teacher_agent,0.8
V0258,,しまう,每當讀書讀到,other,N5,膩的時候，就不⾃覺地 開始滑⼿機。,膩的時候，就不⾃覺地 開始滑⼿機。,每當讀書讀到,N5|other,膩的時候，就不⾃覺地 開始滑⼿機。 いじってしまう：不⼩ 通常指原本喜歡或感興 趣的事，因為做太多次 ⽽變得無聊 ⼼ / 不由⾃主地玩了起 來。,teacher_agent,0.92
V0259,,つい,「不⼩⼼」、「不由⾃,i_adjective,N5,主地」或「忍不住」 ダイエット中なのに、 （た）べてしまいまし た。,主地」或「忍不住」 ダイエット中なのに、 （た）べてしまいまし た。,「不⼩⼼」、「不由⾃,N5|i_adjective,主地」或「忍不住」 ダイエット中なのに、 （た）べてしまいまし た。 → 「無意識」或「不經意」 的⾏為 「最後」 三年間（かん）  努（つ と）めて、ついに Ｎ１ に  合格しました！ 經歷⻑時間後，終於出 現結果,teacher_agent,0.92
V0260,,たびに,「每當 ... 的時候」、,other,N5,「每次 ... 就 ... 」。,「每次 ... 就 ... 」。,「每當 ... 的時候」、,N5|other,「每次 ... 就 ... 」。 新しい  参考書を  買う たびに、決意（けつ い）を  新（あら）たに します。 [動詞原形  / 名詞  + の ] + たびに 強調「只要  A 發⽣，必 然會跟著發⽣  B 」 おかまいなく お構いなく 「請不⽤⿇煩」、「請 別費⼼」、「請不⽤拘 禮」 當你去朋友家，朋友問 你要不要喝咖啡或忙著 拿點⼼時： 友⼈：コーヒーでも  飲 みますか？（要喝點咖 啡什麼的嗎？） 你：あ、どうぞ  お構 （かま）いなく。 （啊，請不⽤⿇煩 了。）💡  ⽼師的⼩提 醒： 這句話雖然是拒絕，但 語氣⾮常溫柔。⽐起說 「結構（けっこう）で す（不⽤了）」，「お構 いなく」更帶有⼀種 「我不希望讓你太⾟ 苦」 ** 的體貼感。 語源：來⾃動詞「構 （かま）う」（介意、理 會、照顧）。加上「お」 和「なく」，變成「請不 要給我照顧 / ⿇煩」。,teacher_agent,0.92
V0261,初として,はじめとして,「以 ... 為⾸」、「以 ...,noun,N2,初としてについて勉強しています。,はじめとしてについてべんきょうしています。,我正在學習關於「以 ... 為⾸」的內容。,N2|noun,為代表」 社⻑を 初めとして、社 員全員が  努⼒していま,teacher_agent,0.8
V0262,,す,以社⻑為⾸，全體,other,N5,すについて勉強しています。,すについてべんきょうしています。,我正在學習關於以社⻑為⾸，全體的內容。,N5|other,員⼯都在努⼒。,teacher_agent,0.88
V0263,通います,かよいます,「通勤」、「通學」、,noun,N2,「定期往返於某處」 毎⽇、電⾞で  ⼤学に 通っています。,「定期往返於某處」 毎⽇、電⾞で  ⼤学に 通っています。,「通勤」、「通學」、,N2|noun,「定期往返於某處」 毎⽇、電⾞で  ⼤学に 通っています。,teacher_agent,0.85
V0264,通知します,つうちします,「通知」、「告知」 合格の  結果を  メール,noun,N2,で  通知します。,で  通知します。,「通知」、「告知」 合格の  結果を  メール,N2|noun,で  通知します。 通常是指官⽅、系統或 上對下發出的正式訊息,teacher_agent,0.85
V0265,代⾦,だいきん,「貨款」、「價⾦」、,noun,N4,代⾦について勉強しています。,だいきんについてべんきょうしています。,我正在學習關於「貨款」的內容。,N4|noun,「費⽤」 買東西或接受服務後所 需⽀付的價款,teacher_agent,0.79
V0266,代⾦引換,だいきんひきかえ,貨到付款 簡稱  「代引（だいび,noun,N2,き）」。,き）」。,貨到付款 簡稱  「代引（だいび,N2|noun,き）」。,teacher_agent,0.85
V0267,,あまりに,「太過於 ... 」、「過,other,N4,あまりにについて勉強しています。,あまりにについてべんきょうしています。,我正在學習關於「太過於 ... 」的內容。,N4|other,度 ... 」,teacher_agent,0.79
V0268,参考書は,この,内容が,noun,N2,参考書はについて勉強しています。,このについてべんきょうしています。,我正在學習關於内容が的內容。,N2|noun,あまりに 難しくて、つ,teacher_agent,0.8
V0269,諦めて,いに,しまいま,noun,N4,した。,した。,しまいま,N4|noun,した。 → 這本參考書內 客觀地描述「太過度」 的事實。 語感：這是⼀般程度的 「太過」。 容太難了，我終於還是 放棄了 語法結構： 詞 常與  「〜て  / 〜ので （因為）」 連⽤，引出 後⾯的結果。,teacher_agent,0.83
V0270,,あまりにも,「超乎想像地 ...」。,other,N4,あまりにも 悲しくて、 今にも  泣き出しそうで す 主觀地強調「真的太過 分了」 語感：強調感加倍。,あまりにも 悲しくて、 今にも  泣き出しそうで す 主觀地強調「真的太過 分了」 語感：強調感加倍。,「超乎想像地 ...」。,N4|other,あまりにも 悲しくて、 今にも  泣き出しそうで す 主觀地強調「真的太過 分了」 語感：強調感加倍。這 個「も」帶有⼀種「居 然到這種程度！」的驚 訝或感嘆。 必（かなら）ずし,teacher_agent,0.83
V0271,,も,「未必」、「不⼀,other,N5,定」、「不⾒得」 ⾼い  参考書が、必ずし も 良い（よい）とは 限り（かぎり）ませ ん。,定」、「不⾒得」 ⾼い  参考書が、必ずし も 良い（よい）とは 限り（かぎり）ませ ん。,「未必」、「不⼀,N5|other,定」、「不⾒得」 ⾼い  参考書が、必ずし も 良い（よい）とは 限り（かぎり）ませ ん。 → 貴的參考書，未 必就是好的。 「必ずしも」是⼀個 「呼應副詞」。 看到它出現，句尾⼀定 要接「否定（ない）」。 必ずしも  〜とは  限（か,teacher_agent,0.92
V0272,,ぎ）らない,不⾒得只,i_adjective,N4,今日はぎ）らない。,きょうはぎ）らない。,今天很不⾒得只。,N4|i_adjective,限於 ...) 必ずしも  〜わけではな,teacher_agent,0.79
V0273,,い,並不代表就是 ...)必,i_adjective,N5,今日はい。,きょうはい。,今天很並不代表就是 ...)必。,N5|i_adjective,,teacher_agent,0.88
V0274,,ずしも,( 未,other,N5,必是 ...) いまひとつ いまいち ー 還差⼀點、不夠完 美。,必是 ...) いまひとつ いまいち ー 還差⼀點、不夠完 美。,( 未,N5|other,必是 ...) いまひとつ いまいち ー 還差⼀點、不夠完 美。 差強⼈意、普普通 通、不太 ... 。 この  参考書は、説明が いまひとつ 分かりにく,teacher_agent,0.92
V0275,,いです,這本參考書的,other,N5,說明，總覺得還差那麼 ⼀點，有點難懂。,說明，總覺得還差那麼 ⼀點，有點難懂。,這本參考書的,N5|other,說明，總覺得還差那麼 ⼀點，有點難懂。 せっかく  復習したけ ど、テストの  出来（で き）は  いまいちだっ た。 → 難得複習了，但 考出來的結果（表現） 差強⼈意。,teacher_agent,0.92
V0276,解決,かいけつ,解決,noun,N4,解決について勉強しています。,かいけつについてべんきょうしています。,我正在學習關於解決的內容。,N4|noun,,teacher_agent,0.79
V0277,,ほうがく,⽅向 駅は  どちらの ⽅⾓で,other,N4,ほうがくについて勉強しています。,ほうがくについてべんきょうしています。,我正在學習關於⽅向 駅は  どちらの ⽅⾓で的內容。,N4|other,すか？ 東：ひがし 西：にし 南：みなみ 北：きた,teacher_agent,0.79
V0278,留守,るす,「不在家」、「外出」 隣の  家は  今、留守の,noun,N4,ようです。,ようです。,「不在家」、「外出」 隣の  家は  今、留守の,N4|noun,ようです。 → 隔壁鄰居 現在好像不在家 留守（るす）にする： 出⾨不在家、使家裡沒 ⼈。 留守（るす）中（ちゅ う）：不在家期間。 留守（るす）番（ば ん）：這才是我們中⽂說 的「留守」，指主⼈不在 時「看家」的⼈。,teacher_agent,0.83
V0279,反省,はんせい,「檢討」、「內省」、,noun,N4,「反思」 「⾃分の  失敗を  反省 します。,「反思」 「⾃分の  失敗を  反省 します。,「檢討」、「內省」、,N4|noun,「反思」 「⾃分の  失敗を  反省 します。」（反省⾃⼰ 的失敗。）,teacher_agent,0.83
V0280,興奮,こうふん,「興奮」、「激動」,noun,N4,試合を  ⾒て、あまりに 興奮して  眠れませんで した。,試合を  ⾒て、あまりに 興奮して  眠れませんで した。,「興奮」、「激動」,N4|noun,試合を  ⾒て、あまりに 興奮して  眠れませんで した。,teacher_agent,0.83
V0281,熱中,ねっちゅう,「熱衷」、「著迷」、,noun,N4,「全神貫注」 「彼は  今、ゲームに 熱中している  よう だ。,「全神貫注」 「彼は  今、ゲームに 熱中している  よう だ。,「熱衷」、「著迷」、,N4|noun,「全神貫注」 「彼は  今、ゲームに 熱中している  よう だ。」（他現在好像正 著迷於遊戲中。）,teacher_agent,0.83
V0282,選択,せんたく,「選擇」、「選項」,noun,N4,「どの  参考書を  買う か、選択に  迷（まよ） う。,「どの  参考書を  買う か、選択に  迷（まよ） う。,「選擇」、「選項」,N4|noun,「どの  参考書を  買う か、選択に  迷（まよ） う。」（在選擇要買哪 本參考書時感到猶 豫。）,teacher_agent,0.83
V0283,決⼼,けっしん,「下定決⼼」,noun,N4,「毎⽇⽇記（を  書こう と  決⼼した。,「毎⽇⽇記（を  書こう と  決⼼した。,「下定決⼼」,N4|noun,「毎⽇⽇記（を  書こう と  決⼼した。」（下定 決⼼每天要寫⽇記。） 【個⼈⾏動型】 語感：偏向個⼈的⽇常 ⽣活、習慣。例如：決 定減肥、決定早起、決 定戒菸 「ついに  ⽇本に  留学,teacher_agent,0.83
V0284,決意を,する,固（かた）,verb,N4,めた。,めた。,固（かた）,N4|verb,めた。」（終於堅定了 要到⽇本留學的決 ⼼。） 【重⼤⼈⽣ / 公眾型】 語感：更嚴肅、堅定， 通常關乎⼈⽣重⼤轉 折、⽬標或對外的宣 ⽰。,teacher_agent,0.83
V0285,承知,しょうち,「知道」、「了解」、,noun,N4,「答應」。,「答應」。,「知道」、「了解」、,N4|noun,「答應」。 「代⾦の  ⽀払いについ て、承知いたしまし た。」（關於貨款⽀付 的事宜，我已經了解 （並會照辦）了。） 語感：⽐「わかりまし た」更正式，表⽰你不 但聽懂了，⽽且接受並 願意承擔這個要求。,teacher_agent,0.83
V0286,振り返る,ふりかえる,回憶,verb,N2,私は毎日振り返る。,わたしはまいにちふりかえる。,我每天回憶。,N2|verb,,teacher_agent,0.8
V0287,この頃,このごろ,「最近」、「這陣⼦」,noun,N4,このごろ、あまりに  暑 ね。,このごろ、あまりに  暑 ね。,「最近」、「這陣⼦」,N4|noun,このごろ、あまりに  暑 ね。 → 這陣⼦，太過炎 熱的⽇⼦⼀直持續著 呢。 時態搭配：通常接現在 進⾏式（〜ている）或 過去式。 對象：天氣、⼼情、社 會現象、個⼈的習慣。 おさらい 「複習」、「溫習」、 「重溫」 テストの  前に、この 参考書を  もう⼀度おさ らいしましょう。 → 考 試前，我們把這本參考 書再複習⼀遍吧。 おさらいする：進⾏複 習。 今⽇のおさらい：今天 的重點回顧。,teacher_agent,0.83
V0288,注⽬,ちゅうもく,注⽬、注視,noun,N4,注⽬について勉強しています。,ちゅうもくについてべんきょうしています。,我正在學習關於注⽬的內容。,N4|noun,きょうふ,teacher_agent,0.79
V0289,平年並み,へいねんなみ,「與往年持平」、「跟,noun,N2,常年⼀樣」 1. 語法結構解剖這個詞 是由兩個部分組成的： 平年（へいねん）：指過 去  30 年的平均值（氣 象學上的標準）。,常年⼀樣」 1. 語法結構解剖這個詞 是由兩個部分組成的： 平年（へいねん）：指過 去  30 年的平均值（氣 象學上的標準）。,「與往年持平」、「跟,N2|noun,常年⼀樣」 1. 語法結構解剖這個詞 是由兩個部分組成的： 平年（へいねん）：指過 去  30 年的平均值（氣 象學上的標準）。 並（な）み：接尾詞， 表⽰「普通」、「同等 級」、「並列」。例如：⼈ 並（ひとな）み（跟⼀ 般⼈⼀樣）、プロ並 （な）み（專業等級）。,teacher_agent,0.85
